source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[condition]	characteristics[spiked compound]	characteristics[spiked compound]	assay name	technology type	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[technical replicate]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[study group]	comment[replicate provenance]	comment[search parameter source]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[annotation source]	comment[sdrf annotation tool]	comment[annotation provenance]	factor value[condition]
PXD002952_HYE124_B	Homo sapiens	not applicable	not applicable	not applicable	1	B	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=15 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=20 percent	PXD002952_HYE124_TTOF5600_64var_lgillet_L150206_010	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	2	1	NT=SWATH MS;AC=PRIDE:0000447	HYE124_TTOF5600_64var_lgillet_L150206_010.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE124_TTOF5600_64var_lgillet_L150206_010.wiff	HYE124_TTOF5600_64var	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.5	1200.5	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	B
PXD002952_HYE124_B	Homo sapiens	not applicable	not applicable	not applicable	1	B	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=15 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=20 percent	PXD002952_HYE124_TTOF5600_64var_lgillet_L150206_012	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	3	1	NT=SWATH MS;AC=PRIDE:0000447	HYE124_TTOF5600_64var_lgillet_L150206_012.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE124_TTOF5600_64var_lgillet_L150206_012.wiff	HYE124_TTOF5600_64var	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.5	1200.5	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	B
PXD002952_HYE124_A	Homo sapiens	not applicable	not applicable	not applicable	1	A	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=30 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=5 percent	PXD002952_HYE124_TTOF6600_32fix_lgillet_I150211_002	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	1	1	NT=SWATH MS;AC=PRIDE:0000447	HYE124_TTOF6600_32fix_lgillet_I150211_002.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE124_TTOF6600_32fix_lgillet_I150211_002.wiff	HYE124_TTOF6600_32fix	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.0	1200.0	26.0	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	A
PXD002952_HYE124_A	Homo sapiens	not applicable	not applicable	not applicable	1	A	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=30 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=5 percent	PXD002952_HYE124_TTOF6600_32fix_lgillet_I150211_004	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	2	1	NT=SWATH MS;AC=PRIDE:0000447	HYE124_TTOF6600_32fix_lgillet_I150211_004.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE124_TTOF6600_32fix_lgillet_I150211_004.wiff	HYE124_TTOF6600_32fix	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.0	1200.0	26.0	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	A
PXD002952_HYE124_A	Homo sapiens	not applicable	not applicable	not applicable	1	A	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=30 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=5 percent	PXD002952_HYE124_TTOF6600_32fix_lgillet_I150211_006	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	3	1	NT=SWATH MS;AC=PRIDE:0000447	HYE124_TTOF6600_32fix_lgillet_I150211_006.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE124_TTOF6600_32fix_lgillet_I150211_006.wiff	HYE124_TTOF6600_32fix	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.0	1200.0	26.0	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	A
PXD002952_HYE124_B	Homo sapiens	not applicable	not applicable	not applicable	1	B	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=15 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=20 percent	PXD002952_HYE124_TTOF6600_32fix_lgillet_I150211_003	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	1	1	NT=SWATH MS;AC=PRIDE:0000447	HYE124_TTOF6600_32fix_lgillet_I150211_003.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE124_TTOF6600_32fix_lgillet_I150211_003.wiff	HYE124_TTOF6600_32fix	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.0	1200.0	26.0	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	B
PXD002952_HYE124_B	Homo sapiens	not applicable	not applicable	not applicable	1	B	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=15 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=20 percent	PXD002952_HYE124_TTOF6600_32fix_lgillet_I150211_005	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	2	1	NT=SWATH MS;AC=PRIDE:0000447	HYE124_TTOF6600_32fix_lgillet_I150211_005.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE124_TTOF6600_32fix_lgillet_I150211_005.wiff	HYE124_TTOF6600_32fix	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.0	1200.0	26.0	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	B
PXD002952_HYE124_B	Homo sapiens	not applicable	not applicable	not applicable	1	B	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=15 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=20 percent	PXD002952_HYE124_TTOF6600_32fix_lgillet_I150211_007	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	3	1	NT=SWATH MS;AC=PRIDE:0000447	HYE124_TTOF6600_32fix_lgillet_I150211_007.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE124_TTOF6600_32fix_lgillet_I150211_007.wiff	HYE124_TTOF6600_32fix	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.0	1200.0	26.0	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	B
PXD002952_HYE124_A	Homo sapiens	not applicable	not applicable	not applicable	1	A	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=30 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=5 percent	PXD002952_HYE124_TTOF6600_64var_lgillet_I150211_008	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	1	1	NT=SWATH MS;AC=PRIDE:0000447	HYE124_TTOF6600_64var_lgillet_I150211_008.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE124_TTOF6600_64var_lgillet_I150211_008.wiff	HYE124_TTOF6600_64var	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.5	1200.5	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	A
PXD002952_HYE124_A	Homo sapiens	not applicable	not applicable	not applicable	1	A	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=30 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=5 percent	PXD002952_HYE124_TTOF6600_64var_lgillet_I150211_010	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	2	1	NT=SWATH MS;AC=PRIDE:0000447	HYE124_TTOF6600_64var_lgillet_I150211_010.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE124_TTOF6600_64var_lgillet_I150211_010.wiff	HYE124_TTOF6600_64var	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.5	1200.5	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	A
PXD002952_HYE124_A	Homo sapiens	not applicable	not applicable	not applicable	1	A	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=30 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=5 percent	PXD002952_HYE124_TTOF6600_64var_lgillet_I150211_012	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	3	1	NT=SWATH MS;AC=PRIDE:0000447	HYE124_TTOF6600_64var_lgillet_I150211_012.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE124_TTOF6600_64var_lgillet_I150211_012.wiff	HYE124_TTOF6600_64var	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.5	1200.5	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	A
PXD002952_HYE124_B	Homo sapiens	not applicable	not applicable	not applicable	1	B	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=15 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=20 percent	PXD002952_HYE124_TTOF6600_64var_lgillet_I150211_009	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	1	1	NT=SWATH MS;AC=PRIDE:0000447	HYE124_TTOF6600_64var_lgillet_I150211_009.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE124_TTOF6600_64var_lgillet_I150211_009.wiff	HYE124_TTOF6600_64var	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.5	1200.5	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	B
PXD002952_HYE124_B	Homo sapiens	not applicable	not applicable	not applicable	1	B	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=15 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=20 percent	PXD002952_HYE124_TTOF6600_64var_lgillet_I150211_011	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	2	1	NT=SWATH MS;AC=PRIDE:0000447	HYE124_TTOF6600_64var_lgillet_I150211_011.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE124_TTOF6600_64var_lgillet_I150211_011.wiff	HYE124_TTOF6600_64var	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.5	1200.5	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	B
PXD002952_HYE124_B	Homo sapiens	not applicable	not applicable	not applicable	1	B	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=15 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=20 percent	PXD002952_HYE124_TTOF6600_64var_lgillet_I150211_013	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	3	1	NT=SWATH MS;AC=PRIDE:0000447	HYE124_TTOF6600_64var_lgillet_I150211_013.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE124_TTOF6600_64var_lgillet_I150211_013.wiff	HYE124_TTOF6600_64var	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.5	1200.5	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	B
PXD002952_HYE110_A	Homo sapiens	not applicable	not applicable	not applicable	1	A	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=30 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=3 percent	PXD002952_HYE110_TTOF6600_32fix_lgillet_I160308_001	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	1	1	NT=SWATH MS;AC=PRIDE:0000447	HYE110_TTOF6600_32fix_lgillet_I160308_001.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE110_TTOF6600_32fix_lgillet_I160308_001.wiff	HYE110_TTOF6600_32fix	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.0	1200.0	26.0	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	A
PXD002952_HYE110_A	Homo sapiens	not applicable	not applicable	not applicable	1	A	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=30 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=3 percent	PXD002952_HYE110_TTOF6600_32fix_lgillet_I160308_003	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	2	1	NT=SWATH MS;AC=PRIDE:0000447	HYE110_TTOF6600_32fix_lgillet_I160308_003.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE110_TTOF6600_32fix_lgillet_I160308_003.wiff	HYE110_TTOF6600_32fix	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.0	1200.0	26.0	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	A
PXD002952_HYE110_A	Homo sapiens	not applicable	not applicable	not applicable	1	A	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=30 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=3 percent	PXD002952_HYE110_TTOF6600_32fix_lgillet_I160308_010	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	3	1	NT=SWATH MS;AC=PRIDE:0000447	HYE110_TTOF6600_32fix_lgillet_I160308_010.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE110_TTOF6600_32fix_lgillet_I160308_010.wiff	HYE110_TTOF6600_32fix	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.0	1200.0	26.0	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	A
PXD002952_HYE110_B	Homo sapiens	not applicable	not applicable	not applicable	1	B	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=3 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=30 percent	PXD002952_HYE110_TTOF6600_32fix_lgillet_I160308_002	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	1	1	NT=SWATH MS;AC=PRIDE:0000447	HYE110_TTOF6600_32fix_lgillet_I160308_002.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE110_TTOF6600_32fix_lgillet_I160308_002.wiff	HYE110_TTOF6600_32fix	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.0	1200.0	26.0	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	B
PXD002952_HYE110_B	Homo sapiens	not applicable	not applicable	not applicable	1	B	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=3 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=30 percent	PXD002952_HYE110_TTOF6600_32fix_lgillet_I160308_004	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	2	1	NT=SWATH MS;AC=PRIDE:0000447	HYE110_TTOF6600_32fix_lgillet_I160308_004.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE110_TTOF6600_32fix_lgillet_I160308_004.wiff	HYE110_TTOF6600_32fix	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.0	1200.0	26.0	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	B
PXD002952_HYE110_B	Homo sapiens	not applicable	not applicable	not applicable	1	B	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=3 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=30 percent	PXD002952_HYE110_TTOF6600_32fix_lgillet_I160308_011	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	3	1	NT=SWATH MS;AC=PRIDE:0000447	HYE110_TTOF6600_32fix_lgillet_I160308_011.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/HYE110_TTOF6600_32fix_lgillet_I160308_011.wiff	HYE110_TTOF6600_32fix	technical LC-MS injections; no independent biological replication	Historical DIA processing; no single verified database-search tolerance	399.0	1200.0	26.0	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD002952 | https://doi.org/10.1038/nbt.3685	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	B
