source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
OR9_20130121_GM_NKI_WP_Mix2_repl4_F18	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR9_20130121_GM_NKI_WP_Mix2_repl4_F18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	18	1	OR9_20130121_GM_NKI_WP_Mix2_repl4_F18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR9_20130121_GM_NKI_WP_Mix2_repl4_F18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr9	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	9	1	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR8_20120929_GM_NKI_Phospho_Mix2_Fr21	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR8_20120929_GM_NKI_Phospho_Mix2_Fr21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	21	1	OR8_20120929_GM_NKI_Phospho_Mix2_Fr21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_20120929_GM_NKI_Phospho_Mix2_Fr21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr7	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	7	1	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR6_121125_GM_NKI_Mix2_WP_ReRun_Fr15	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR6_121125_GM_NKI_Mix2_WP_ReRun_Fr15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	15	1	OR6_121125_GM_NKI_Mix2_WP_ReRun_Fr15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR6_121125_GM_NKI_Mix2_WP_ReRun_Fr15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr11	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	11	1	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR8_20120929_GM_NKI_Phospho_Mix2_ReRun_Fr20	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR8_20120929_GM_NKI_Phospho_Mix2_ReRun_Fr20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	20	1	OR8_20120929_GM_NKI_Phospho_Mix2_ReRun_Fr20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_20120929_GM_NKI_Phospho_Mix2_ReRun_Fr20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR9_121004_GM_NKI_WP_Mix2_ReRun19	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR9_121004_GM_NKI_WP_Mix2_ReRun19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	OR9_121004_GM_NKI_WP_Mix2_ReRun19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR9_121004_GM_NKI_WP_Mix2_ReRun19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR9_20130121_GM_NKI_WP_Mix2_repl4_F21	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR9_20130121_GM_NKI_WP_Mix2_repl4_F21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	21	1	OR9_20130121_GM_NKI_WP_Mix2_repl4_F21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR9_20130121_GM_NKI_WP_Mix2_repl4_F21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR6_121121_GM_NKI_WP_Mix2_Replica2_Fr16	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR6_121121_GM_NKI_WP_Mix2_Replica2_Fr16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	16	1	OR6_121121_GM_NKI_WP_Mix2_Replica2_Fr16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR6_121121_GM_NKI_WP_Mix2_Replica2_Fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR8_20120929_GM_NKI_Phospho_Mix2_Rerun_Fr23	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR8_20120929_GM_NKI_Phospho_Mix2_Rerun_Fr23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	23	1	OR8_20120929_GM_NKI_Phospho_Mix2_Rerun_Fr23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_20120929_GM_NKI_Phospho_Mix2_Rerun_Fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR6_121121_GM_NKI_WP_Mix2_Replica2_Fr15	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR6_121121_GM_NKI_WP_Mix2_Replica2_Fr15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	15	1	OR6_121121_GM_NKI_WP_Mix2_Replica2_Fr15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR6_121121_GM_NKI_WP_Mix2_Replica2_Fr15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR7_20121009_GM_NKI_Mix2_WP_ReRun_Fr8	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR7_20121009_GM_NKI_Mix2_WP_ReRun_Fr8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	8	1	OR7_20121009_GM_NKI_Mix2_WP_ReRun_Fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR7_20121009_GM_NKI_Mix2_WP_ReRun_Fr8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR9_121004_GM_NKI_WP_Mix2_Fr22	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR9_121004_GM_NKI_WP_Mix2_Fr22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	22	1	OR9_121004_GM_NKI_WP_Mix2_Fr22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR9_121004_GM_NKI_WP_Mix2_Fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR7_20121009_GM_NKI_Mix2_WP_ReRun_Fr6	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR7_20121009_GM_NKI_Mix2_WP_ReRun_Fr6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	6	1	OR7_20121009_GM_NKI_Mix2_WP_ReRun_Fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR7_20121009_GM_NKI_Mix2_WP_ReRun_Fr6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr6	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	6	1	OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR8_130225_GM_NKI_Phospho_Rep3_Mix2_ReRunFr14	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR8_130225_GM_NKI_Phospho_Rep3_Mix2_ReRunFr14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	OR8_130225_GM_NKI_Phospho_Rep3_Mix2_ReRunFr14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130225_GM_NKI_Phospho_Rep3_Mix2_ReRunFr14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR9_14112012_GM_NKI_WP_replica2_Mix2_Fr20	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR9_14112012_GM_NKI_WP_replica2_Mix2_Fr20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	20	1	OR9_14112012_GM_NKI_WP_replica2_Mix2_Fr20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR9_14112012_GM_NKI_WP_replica2_Mix2_Fr20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR9_121002_GM_NKI_WP_Mix2_Fr12	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR9_121002_GM_NKI_WP_Mix2_Fr12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	12	1	OR9_121002_GM_NKI_WP_Mix2_Fr12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR9_121002_GM_NKI_WP_Mix2_Fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
OR8_20120929_GM_NKI_Phospho_Mix2_Fr10	homo sapiens	serum	HEK293T cell	not available	enrichment of phosphorylated protein	HEK293T	CVCL_0063	HEK293T	1	OR8_20120929_GM_NKI_Phospho_Mix2_Fr10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	0.05 Da	15% NCE	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	10	1	OR8_20120929_GM_NKI_Phospho_Mix2_Fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_20120929_GM_NKI_Phospho_Mix2_Fr10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
