source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[ancestry category]	characteristics[sex]	characteristics[age]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[condition]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[material description]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[study group]	comment[replicate provenance]	comment[annotation source]	comment[file uri]	comment[annotation provenance]	comment[annotation scope]	factor value[assay]	factor value[condition]
PXD066672_20250520_default_Y25_H50_E25	Homo sapiens	not applicable	not applicable	not applicable	HeLa	CVCL_0030	not available	not applicable	not available	not applicable	1	Y25_H50_E25	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=25 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=25 percent	Commercial HeLa (Pierce 88328), yeast (Promega V7461) and E. coli (Waters 186003196) digests mixed at H50:Y45:E5, H50:Y5:E45 or H50:Y25:E25; not the separate HEK dilution-series experiment.	20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-25Y_50H_25E_NR0_100_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	3	20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-25Y_50H_25E_NR0_100_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available	20250520_default	Commercial digest mixtures; replicate index is the explicit 01-03 filename token, not the acquisition timestamp. Source identifiers include the acquisition branch and do not denote independent biological preparations.	https://www.ebi.ac.uk/pride/archive/projects/PXD066672 | https://doi.org/10.1016/j.mcpro.2025.101504	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD066672/20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-25Y_50H_25E_NR0_100_03.raw	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	All 36 existing community mixed-species runs preserved. Cell-line annotation refers to the fixed human component; separate HEK dilution series and other experiments in the project are not annotated here.	050 SPD; Astral zoom; 25Y_50H_25E; 3-species mix	Y25_H50_E25
PXD066672_20250520_OFF_Y25_H50_E25	Homo sapiens	not applicable	not applicable	not applicable	HeLa	CVCL_0030	not available	not applicable	not available	not applicable	1	Y25_H50_E25	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=25 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=25 percent	Commercial HeLa (Pierce 88328), yeast (Promega V7461) and E. coli (Waters 186003196) digests mixed at H50:Y45:E5, H50:Y5:E45 or H50:Y25:E25; not the separate HEK dilution-series experiment.	20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-25Y_50H_25E_NR0_100_03_OFF_20250522131217	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	3	20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-25Y_50H_25E_NR0_100_03_OFF_20250522131217.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available	20250520_OFF	Commercial digest mixtures; replicate index is the explicit 01-03 filename token, not the acquisition timestamp. Source identifiers include the acquisition branch and do not denote independent biological preparations.	https://www.ebi.ac.uk/pride/archive/projects/PXD066672 | https://doi.org/10.1016/j.mcpro.2025.101504	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD066672/20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-25Y_50H_25E_NR0_100_03_OFF_20250522131217.raw	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	All 36 existing community mixed-species runs preserved. Cell-line annotation refers to the fixed human component; separate HEK dilution series and other experiments in the project are not annotated here.	050 SPD; Astral zoom OFF; 25Y_50H_25E; 3-species mix	Y25_H50_E25
PXD066672_20250520_default_Y45_H50_E5	Homo sapiens	not applicable	not applicable	not applicable	HeLa	CVCL_0030	not available	not applicable	not available	not applicable	1	Y45_H50_E5	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=45 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=5 percent	Commercial HeLa (Pierce 88328), yeast (Promega V7461) and E. coli (Waters 186003196) digests mixed at H50:Y45:E5, H50:Y5:E45 or H50:Y25:E25; not the separate HEK dilution-series experiment.	20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available	20250520_default	Commercial digest mixtures; replicate index is the explicit 01-03 filename token, not the acquisition timestamp. Source identifiers include the acquisition branch and do not denote independent biological preparations.	https://www.ebi.ac.uk/pride/archive/projects/PXD066672 | https://doi.org/10.1016/j.mcpro.2025.101504	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD066672/20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_01.raw	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	All 36 existing community mixed-species runs preserved. Cell-line annotation refers to the fixed human component; separate HEK dilution series and other experiments in the project are not annotated here.	050 SPD; Astral zoom; 45Y_50H_05E; 3-species mix	Y45_H50_E5
PXD066672_20250520_OFF_Y45_H50_E5	Homo sapiens	not applicable	not applicable	not applicable	HeLa	CVCL_0030	not available	not applicable	not available	not applicable	1	Y45_H50_E5	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=45 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=5 percent	Commercial HeLa (Pierce 88328), yeast (Promega V7461) and E. coli (Waters 186003196) digests mixed at H50:Y45:E5, H50:Y5:E45 or H50:Y25:E25; not the separate HEK dilution-series experiment.	20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_01_OFF_20250522141556	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_01_OFF_20250522141556.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available	20250520_OFF	Commercial digest mixtures; replicate index is the explicit 01-03 filename token, not the acquisition timestamp. Source identifiers include the acquisition branch and do not denote independent biological preparations.	https://www.ebi.ac.uk/pride/archive/projects/PXD066672 | https://doi.org/10.1016/j.mcpro.2025.101504	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD066672/20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_01_OFF_20250522141556.raw	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	All 36 existing community mixed-species runs preserved. Cell-line annotation refers to the fixed human component; separate HEK dilution series and other experiments in the project are not annotated here.	050 SPD; Astral zoom OFF; 45Y_50H_05E; 3-species mix	Y45_H50_E5
PXD066672_20250520_default_Y45_H50_E5	Homo sapiens	not applicable	not applicable	not applicable	HeLa	CVCL_0030	not available	not applicable	not available	not applicable	1	Y45_H50_E5	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=45 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=5 percent	Commercial HeLa (Pierce 88328), yeast (Promega V7461) and E. coli (Waters 186003196) digests mixed at H50:Y45:E5, H50:Y5:E45 or H50:Y25:E25; not the separate HEK dilution-series experiment.	20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	2	20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available	20250520_default	Commercial digest mixtures; replicate index is the explicit 01-03 filename token, not the acquisition timestamp. Source identifiers include the acquisition branch and do not denote independent biological preparations.	https://www.ebi.ac.uk/pride/archive/projects/PXD066672 | https://doi.org/10.1016/j.mcpro.2025.101504	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD066672/20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_02.raw	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	All 36 existing community mixed-species runs preserved. Cell-line annotation refers to the fixed human component; separate HEK dilution series and other experiments in the project are not annotated here.	050 SPD; Astral zoom; 45Y_50H_05E; 3-species mix	Y45_H50_E5
PXD066672_20250520_OFF_Y45_H50_E5	Homo sapiens	not applicable	not applicable	not applicable	HeLa	CVCL_0030	not available	not applicable	not available	not applicable	1	Y45_H50_E5	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=45 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=5 percent	Commercial HeLa (Pierce 88328), yeast (Promega V7461) and E. coli (Waters 186003196) digests mixed at H50:Y45:E5, H50:Y5:E45 or H50:Y25:E25; not the separate HEK dilution-series experiment.	20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_02_OFF_20250522144900	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	2	20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_02_OFF_20250522144900.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available	20250520_OFF	Commercial digest mixtures; replicate index is the explicit 01-03 filename token, not the acquisition timestamp. Source identifiers include the acquisition branch and do not denote independent biological preparations.	https://www.ebi.ac.uk/pride/archive/projects/PXD066672 | https://doi.org/10.1016/j.mcpro.2025.101504	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD066672/20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_02_OFF_20250522144900.raw	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	All 36 existing community mixed-species runs preserved. Cell-line annotation refers to the fixed human component; separate HEK dilution series and other experiments in the project are not annotated here.	050 SPD; Astral zoom OFF; 45Y_50H_05E; 3-species mix	Y45_H50_E5
PXD066672_20250520_default_Y45_H50_E5	Homo sapiens	not applicable	not applicable	not applicable	HeLa	CVCL_0030	not available	not applicable	not available	not applicable	1	Y45_H50_E5	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=45 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=5 percent	Commercial HeLa (Pierce 88328), yeast (Promega V7461) and E. coli (Waters 186003196) digests mixed at H50:Y45:E5, H50:Y5:E45 or H50:Y25:E25; not the separate HEK dilution-series experiment.	20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	3	20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available	20250520_default	Commercial digest mixtures; replicate index is the explicit 01-03 filename token, not the acquisition timestamp. Source identifiers include the acquisition branch and do not denote independent biological preparations.	https://www.ebi.ac.uk/pride/archive/projects/PXD066672 | https://doi.org/10.1016/j.mcpro.2025.101504	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD066672/20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_03.raw	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	All 36 existing community mixed-species runs preserved. Cell-line annotation refers to the fixed human component; separate HEK dilution series and other experiments in the project are not annotated here.	050 SPD; Astral zoom; 45Y_50H_05E; 3-species mix	Y45_H50_E5
PXD066672_20250520_OFF_Y45_H50_E5	Homo sapiens	not applicable	not applicable	not applicable	HeLa	CVCL_0030	not available	not applicable	not available	not applicable	1	Y45_H50_E5	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=45 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=5 percent	Commercial HeLa (Pierce 88328), yeast (Promega V7461) and E. coli (Waters 186003196) digests mixed at H50:Y45:E5, H50:Y5:E45 or H50:Y25:E25; not the separate HEK dilution-series experiment.	20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_03_OFF_20250522152206	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	3	20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_03_OFF_20250522152206.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available	20250520_OFF	Commercial digest mixtures; replicate index is the explicit 01-03 filename token, not the acquisition timestamp. Source identifiers include the acquisition branch and do not denote independent biological preparations.	https://www.ebi.ac.uk/pride/archive/projects/PXD066672 | https://doi.org/10.1016/j.mcpro.2025.101504	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD066672/20250520_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-45Y_50H_05E_NR0_100_03_OFF_20250522152206.raw	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	All 36 existing community mixed-species runs preserved. Cell-line annotation refers to the fixed human component; separate HEK dilution series and other experiments in the project are not annotated here.	050 SPD; Astral zoom OFF; 45Y_50H_05E; 3-species mix	Y45_H50_E5
PXD066672_20250525_OFF_2p5ms_Y5_H50_E45	Homo sapiens	not applicable	not applicable	not applicable	HeLa	CVCL_0030	not available	not applicable	not available	not applicable	1	Y5_H50_E45	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=5 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=45 percent	Commercial HeLa (Pierce 88328), yeast (Promega V7461) and E. coli (Waters 186003196) digests mixed at H50:Y45:E5, H50:Y5:E45 or H50:Y25:E25; not the separate HEK dilution-series experiment.	20250525_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-05Y_50H_45E_NR0_100_OFF_2p5ms_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20250525_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-05Y_50H_45E_NR0_100_OFF_2p5ms_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available	20250525_OFF_2p5ms	Commercial digest mixtures; replicate index is the explicit 01-03 filename token, not the acquisition timestamp. Source identifiers include the acquisition branch and do not denote independent biological preparations.	https://www.ebi.ac.uk/pride/archive/projects/PXD066672 | https://doi.org/10.1016/j.mcpro.2025.101504	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD066672/20250525_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-05Y_50H_45E_NR0_100_OFF_2p5ms_01.raw	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	All 36 existing community mixed-species runs preserved. Cell-line annotation refers to the fixed human component; separate HEK dilution series and other experiments in the project are not annotated here.	050 SPD; Astral zoom OFF; 05Y_50H_45E; 3-species mix	Y5_H50_E45
PXD066672_20250525_OFF_2p5ms_Y5_H50_E45	Homo sapiens	not applicable	not applicable	not applicable	HeLa	CVCL_0030	not available	not applicable	not available	not applicable	1	Y5_H50_E45	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=5 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=45 percent	Commercial HeLa (Pierce 88328), yeast (Promega V7461) and E. coli (Waters 186003196) digests mixed at H50:Y45:E5, H50:Y5:E45 or H50:Y25:E25; not the separate HEK dilution-series experiment.	20250525_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-05Y_50H_45E_NR0_100_OFF_2p5ms_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	2	20250525_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-05Y_50H_45E_NR0_100_OFF_2p5ms_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available	20250525_OFF_2p5ms	Commercial digest mixtures; replicate index is the explicit 01-03 filename token, not the acquisition timestamp. Source identifiers include the acquisition branch and do not denote independent biological preparations.	https://www.ebi.ac.uk/pride/archive/projects/PXD066672 | https://doi.org/10.1016/j.mcpro.2025.101504	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD066672/20250525_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-05Y_50H_45E_NR0_100_OFF_2p5ms_02.raw	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	All 36 existing community mixed-species runs preserved. Cell-line annotation refers to the fixed human component; separate HEK dilution series and other experiments in the project are not annotated here.	050 SPD; Astral zoom OFF; 05Y_50H_45E; 3-species mix	Y5_H50_E45
PXD066672_20250525_OFF_2p5ms_Y5_H50_E45	Homo sapiens	not applicable	not applicable	not applicable	HeLa	CVCL_0030	not available	not applicable	not available	not applicable	1	Y5_H50_E45	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=5 percent	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=45 percent	Commercial HeLa (Pierce 88328), yeast (Promega V7461) and E. coli (Waters 186003196) digests mixed at H50:Y45:E5, H50:Y5:E45 or H50:Y25:E25; not the separate HEK dilution-series experiment.	20250525_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-05Y_50H_45E_NR0_100_OFF_2p5ms_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	3	20250525_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-05Y_50H_45E_NR0_100_OFF_2p5ms_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available	20250525_OFF_2p5ms	Commercial digest mixtures; replicate index is the explicit 01-03 filename token, not the acquisition timestamp. Source identifiers include the acquisition branch and do not denote independent biological preparations.	https://www.ebi.ac.uk/pride/archive/projects/PXD066672 | https://doi.org/10.1016/j.mcpro.2025.101504	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD066672/20250525_AST0_NEO5_JVO_IO15_050SPD_3sppmix_200ng_400-800-05Y_50H_45E_NR0_100_OFF_2p5ms_03.raw	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	All 36 existing community mixed-species runs preserved. Cell-line annotation refers to the fixed human component; separate HEK dilution series and other experiments in the project are not annotated here.	050 SPD; Astral zoom OFF; 05Y_50H_45E; 3-species mix	Y5_H50_E45
