source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[condition]	characteristics[spiked compound]	assay name	technology type	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[technical replicate]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[study group]	comment[run role]	comment[acquisition branch]	comment[replicate provenance]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[spike amount]	comment[spike amount basis]	comment[injected background amount]	comment[gradient duration]	comment[original biological sample]	comment[annotation source]	comment[annotation provenance]	factor value[condition]
PXD003472_D4_Ecoli	Saccharomyces cerevisiae	not applicable	not available	not applicable	4	Ecoli	CT=mixture;CN=Ecoli	PXD003472_QExactiveHF_D4__500ng_500ugEcoli_120min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	4.5 ppm	20 ppm	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExactiveHF_D4__500ng_500ugEcoli_120min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/QExactiveHF_D4__500ng_500ugEcoli_120min.raw	PXD003472	benchmark	QExactiveHF_120min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	500 ng	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	120 min	D4	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Ecoli
PXD003472_D4_yeast_only	Saccharomyces cerevisiae	not applicable	not available	not applicable	4	yeast_only	not applicable	PXD003472_QExactiveHF_D4__500ng_60min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	4.5 ppm	20 ppm	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExactiveHF_D4__500ng_60min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/QExactiveHF_D4__500ng_60min.raw	PXD003472	benchmark	QExactiveHF_60min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	60 min	D4	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	yeast_only
PXD003472_D1_UPS1	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1	CT=mixture;CN=UPS1	PXD003472_Velos_D1_1UPS_500ng_240min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D1_1UPS_500ng_240min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D1_1UPS_500ng_240min.raw	PXD003472	benchmark	Velos_240min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	25 fmol	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	240 min	D1	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1
PXD003472_D1_UPS1	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1	CT=mixture;CN=UPS1	PXD003472_Velos_D1_1UPS_500ng_50min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D1_1UPS_500ng_50min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D1_1UPS_500ng_50min.raw	PXD003472	benchmark	Velos_50min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	25 fmol	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	30 min	D1	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1
PXD003472_D1_UPS2	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS2	CT=mixture;CN=UPS2	PXD003472_Velos_D1_2UPS_500ng250fmol_240min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D1_2UPS_500ng250fmol_240min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D1_2UPS_500ng250fmol_240min.raw	PXD003472	benchmark	Velos_240min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0.0025;0.025;0.25;2.5;25;250 fmol	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	240 min	D1	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS2
PXD003472_D1_UPS2	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS2	CT=mixture;CN=UPS2	PXD003472_Velos_D1_2UPS_500ng250fmol_50min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D1_2UPS_500ng250fmol_50min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D1_2UPS_500ng250fmol_50min.raw	PXD003472	benchmark	Velos_50min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0.0025;0.025;0.25;2.5;25;250 fmol	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	30 min	D1	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS2
PXD003472_D1_yeast_only	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	yeast_only	not applicable	PXD003472_Velos_D1__500ng_240min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D1__500ng_240min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D1__500ng_240min.raw	PXD003472	benchmark	Velos_240min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	240 min	D1	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	yeast_only
PXD003472_D1_yeast_only	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	yeast_only	not applicable	PXD003472_Velos_D1__500ng_50min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D1__500ng_50min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D1__500ng_50min.raw	PXD003472	benchmark	Velos_50min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	30 min	D1	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	yeast_only
PXD003472_D2_UPS1	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	UPS1	CT=mixture;CN=UPS1	PXD003472_Velos_D2_1UPS_500ng_240min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D2_1UPS_500ng_240min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D2_1UPS_500ng_240min.raw	PXD003472	benchmark	Velos_240min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	25 fmol	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	240 min	D2	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1
PXD003472_D2_UPS1	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	UPS1	CT=mixture;CN=UPS1	PXD003472_Velos_D2_1UPS_500ng_50min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D2_1UPS_500ng_50min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D2_1UPS_500ng_50min.raw	PXD003472	benchmark	Velos_50min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	25 fmol	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	30 min	D2	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1
PXD003472_D2_UPS2	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	UPS2	CT=mixture;CN=UPS2	PXD003472_Velos_D2_2UPS_500ng250fmol_240min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D2_2UPS_500ng250fmol_240min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D2_2UPS_500ng250fmol_240min.raw	PXD003472	benchmark	Velos_240min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0.0025;0.025;0.25;2.5;25;250 fmol	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	240 min	D2	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS2
PXD003472_D2_UPS2	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	UPS2	CT=mixture;CN=UPS2	PXD003472_Velos_D2_2UPS_500ng250fmol_50min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D2_2UPS_500ng250fmol_50min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D2_2UPS_500ng250fmol_50min.raw	PXD003472	benchmark	Velos_50min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0.0025;0.025;0.25;2.5;25;250 fmol	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	30 min	D2	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS2
PXD003472_D2_yeast_only	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	yeast_only	not applicable	PXD003472_Velos_D2__500ng_240min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D2__500ng_240min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D2__500ng_240min.raw	PXD003472	benchmark	Velos_240min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	240 min	D2	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	yeast_only
PXD003472_D2_yeast_only	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	yeast_only	not applicable	PXD003472_Velos_D2__500ng_50min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D2__500ng_50min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D2__500ng_50min.raw	PXD003472	benchmark	Velos_50min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	30 min	D2	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	yeast_only
PXD003472_D3_UPS1	Saccharomyces cerevisiae	not applicable	not available	not applicable	3	UPS1	CT=mixture;CN=UPS1	PXD003472_Velos_D3_1UPS_500ng_240min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D3_1UPS_500ng_240min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D3_1UPS_500ng_240min.raw	PXD003472	benchmark	Velos_240min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	25 fmol	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	240 min	D3	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1
PXD003472_D3_UPS1	Saccharomyces cerevisiae	not applicable	not available	not applicable	3	UPS1	CT=mixture;CN=UPS1	PXD003472_Velos_D3_1UPS_500ng_50min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D3_1UPS_500ng_50min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D3_1UPS_500ng_50min.raw	PXD003472	benchmark	Velos_50min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	25 fmol	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	30 min	D3	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1
PXD003472_D3_UPS2	Saccharomyces cerevisiae	not applicable	not available	not applicable	3	UPS2	CT=mixture;CN=UPS2	PXD003472_Velos_D3_2UPS_500ng250fmol_240min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D3_2UPS_500ng250fmol_240min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D3_2UPS_500ng250fmol_240min.raw	PXD003472	benchmark	Velos_240min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0.0025;0.025;0.25;2.5;25;250 fmol	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	240 min	D3	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS2
PXD003472_D3_UPS2	Saccharomyces cerevisiae	not applicable	not available	not applicable	3	UPS2	CT=mixture;CN=UPS2	PXD003472_Velos_D3_2UPS_500ng250fmol_50min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D3_2UPS_500ng250fmol_50min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D3_2UPS_500ng250fmol_50min.raw	PXD003472	benchmark	Velos_50min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0.0025;0.025;0.25;2.5;25;250 fmol	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	30 min	D3	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS2
PXD003472_D3_yeast_only	Saccharomyces cerevisiae	not applicable	not available	not applicable	3	yeast_only	not applicable	PXD003472_Velos_D3__500ng_240min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D3__500ng_240min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D3__500ng_240min.raw	PXD003472	benchmark	Velos_240min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	240 min	D3	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	yeast_only
PXD003472_D3_yeast_only	Saccharomyces cerevisiae	not applicable	not available	not applicable	3	yeast_only	not applicable	PXD003472_Velos_D3__500ng_50min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos_D3__500ng_50min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD003472/Velos_D3__500ng_50min.raw	PXD003472	benchmark	Velos_50min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	30 min	D3	https://www.ebi.ac.uk/pride/archive/projects/PXD003472 | https://doi.org/10.1021/acs.jproteome.6b00048	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	yeast_only
