source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[culture medium]	characteristics[CLIP substrate labeling]	characteristics[granule age]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms min im]	comment[ms max im]	comment[ms1 scan range]	factor value[CLIP substrate labeling]	factor value[granule age]
INS-1 phogrin-CLIP young SG minus Fluo sample 3	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	2	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	younger secretory granules 1-4 h	20210313_TIMS04_SA_ADB_MN_Islet_Granula_Young_03_G3_1_5623	proteomic profiling by mass spectrometry	1	20210313_TIMS04_SA_ADB_MN_Islet_Granula_Young_03_G3_1_5623.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	younger secretory granules 1-4 h
INS-1 phogrin-CLIP young SG plus Fluo sample 4	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	2	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	BC-Fluorescein labeled	younger secretory granules 1-4 h	20210313_TIMS04_SA_ADB_MN_Islet_Granula_Young_04_G4_1_5624	proteomic profiling by mass spectrometry	1	20210313_TIMS04_SA_ADB_MN_Islet_Granula_Young_04_G4_1_5624.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	BC-Fluorescein labeled	younger secretory granules 1-4 h
INS-1 phogrin-CLIP young SG minus Fluo sample 5	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	3	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	younger secretory granules 1-4 h	20210313_TIMS04_SA_ADB_MN_Islet_Granula_Young_05_G5_1_5625	proteomic profiling by mass spectrometry	1	20210313_TIMS04_SA_ADB_MN_Islet_Granula_Young_05_G5_1_5625.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	younger secretory granules 1-4 h
INS-1 phogrin-CLIP young SG plus Fluo sample 6	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	3	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	BC-Fluorescein labeled	younger secretory granules 1-4 h	20210313_TIMS04_SA_ADB_MN_Islet_Granula_Young_06_G6_1_5626	proteomic profiling by mass spectrometry	1	20210313_TIMS04_SA_ADB_MN_Islet_Granula_Young_06_G6_1_5626.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	BC-Fluorescein labeled	younger secretory granules 1-4 h
INS-1 phogrin-CLIP young SG minus Fluo sample 7	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	4	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	younger secretory granules 1-4 h	20210313_TIMS04_SA_ADB_MN_Islet_Granula_Young_07_G7_1_5627	proteomic profiling by mass spectrometry	1	20210313_TIMS04_SA_ADB_MN_Islet_Granula_Young_07_G7_1_5627.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	younger secretory granules 1-4 h
INS-1 phogrin-CLIP young SG plus Fluo sample 8	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	4	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	BC-Fluorescein labeled	younger secretory granules 1-4 h	20210313_TIMS04_SA_ADB_MN_Islet_Granula_Young_08_G8_1_5628	proteomic profiling by mass spectrometry	1	20210313_TIMS04_SA_ADB_MN_Islet_Granula_Young_08_G8_1_5628.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	BC-Fluorescein labeled	younger secretory granules 1-4 h
INS-1 phogrin-CLIP mixed SG minus Fluo sample 1	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	1	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S01_01_H1_1_6041	proteomic profiling by mass spectrometry	1	20210721_TIMS04_MA_ADB_MND_S01_01_H1_1_6041.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG minus Fluo sample 1	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	1	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S01_02_H1_1_6049	proteomic profiling by mass spectrometry	2	20210721_TIMS04_MA_ADB_MND_S01_02_H1_1_6049.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG minus Fluo sample 1	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	1	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S01_03_H1_1_6057	proteomic profiling by mass spectrometry	3	20210721_TIMS04_MA_ADB_MND_S01_03_H1_1_6057.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG minus Fluo sample 1	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	1	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S01_04_H1_1_6065	proteomic profiling by mass spectrometry	4	20210721_TIMS04_MA_ADB_MND_S01_04_H1_1_6065.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG plus Fluo sample 2	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	1	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	BC-Fluorescein labeled	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S02_01_H2_1_6042	proteomic profiling by mass spectrometry	1	20210721_TIMS04_MA_ADB_MND_S02_01_H2_1_6042.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	BC-Fluorescein labeled	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG plus Fluo sample 2	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	1	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	BC-Fluorescein labeled	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S02_02_H2_1_6050	proteomic profiling by mass spectrometry	2	20210721_TIMS04_MA_ADB_MND_S02_02_H2_1_6050.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	BC-Fluorescein labeled	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG plus Fluo sample 2	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	1	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	BC-Fluorescein labeled	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S02_03_H2_1_6058	proteomic profiling by mass spectrometry	3	20210721_TIMS04_MA_ADB_MND_S02_03_H2_1_6058.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	BC-Fluorescein labeled	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG plus Fluo sample 2	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	1	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	BC-Fluorescein labeled	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S02_04_H2_1_6066	proteomic profiling by mass spectrometry	5	20210721_TIMS04_MA_ADB_MND_S02_04_H2_1_6066.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	BC-Fluorescein labeled	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG plus Fluo sample 2	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	1	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	BC-Fluorescein labeled	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S02_04_H2_1_6069	proteomic profiling by mass spectrometry	4	20210721_TIMS04_MA_ADB_MND_S02_04_H2_1_6069.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	BC-Fluorescein labeled	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG minus Fluo sample 3	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	2	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S03_01_H3_1_6043	proteomic profiling by mass spectrometry	1	20210721_TIMS04_MA_ADB_MND_S03_01_H3_1_6043.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG minus Fluo sample 3	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	2	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S03_02_H3_1_6051	proteomic profiling by mass spectrometry	2	20210721_TIMS04_MA_ADB_MND_S03_02_H3_1_6051.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG minus Fluo sample 3	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	2	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S03_03_H3_1_6059	proteomic profiling by mass spectrometry	3	20210721_TIMS04_MA_ADB_MND_S03_03_H3_1_6059.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	mixed secretory granules not age-resolved
