source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[mass]	characteristics[spiked compound]	characteristics[biological replicate]	characteristics[condition]	characteristics[material description]	assay name	technology type	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[file uri]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[dissociation method]	comment[study group]	comment[replicate provenance]	comment[search parameter source]	comment[annotation source]	comment[sdrf annotation tool]	comment[annotation provenance]	factor value[spiked compound]	factor value[condition]
PXD009815_UPS1_0.1fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=0.1 fmol per ug yeast	1	UPS1_0.1fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_36	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	2	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_36.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=100 amol;CN=UPS1;CV=Standards Research Group	UPS1_0.1fmol
PXD009815_UPS1_0.1fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=0.1 fmol per ug yeast	1	UPS1_0.1fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_117	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_117.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_117.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=100 amol;CN=UPS1;CV=Standards Research Group	UPS1_0.1fmol
PXD009815_UPS1_0.25fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=0.25 fmol per ug yeast	1	UPS1_0.25fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_08	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_08.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=250 amol;CN=UPS1;CV=Standards Research Group	UPS1_0.25fmol
PXD009815_UPS1_0.25fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=0.25 fmol per ug yeast	1	UPS1_0.25fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_38	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	2	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_38.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=250 amol;CN=UPS1;CV=Standards Research Group	UPS1_0.25fmol
PXD009815_UPS1_0.25fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=0.25 fmol per ug yeast	1	UPS1_0.25fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_69	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	3	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_69.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_69.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=250 amol;CN=UPS1;CV=Standards Research Group	UPS1_0.25fmol
PXD009815_UPS1_0.25fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=0.25 fmol per ug yeast	1	UPS1_0.25fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_119	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_119.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_119.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=250 amol;CN=UPS1;CV=Standards Research Group	UPS1_0.25fmol
PXD009815_UPS1_0.5fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=0.5 fmol per ug yeast	1	UPS1_0.5fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_10	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_10.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=500 amol;CN=UPS1;CV=Standards Research Group	UPS1_0.5fmol
PXD009815_UPS1_0.5fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=0.5 fmol per ug yeast	1	UPS1_0.5fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_71	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	3	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_71.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=500 amol;CN=UPS1;CV=Standards Research Group	UPS1_0.5fmol
PXD009815_UPS1_0.5fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=0.5 fmol per ug yeast	1	UPS1_0.5fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_40	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	2	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_40.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=500 amol;CN=UPS1;CV=Standards Research Group	UPS1_0.5fmol
PXD009815_UPS1_0.5fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=0.5 fmol per ug yeast	1	UPS1_0.5fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_121	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_121.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_121.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=500 amol;CN=UPS1;CV=Standards Research Group	UPS1_0.5fmol
PXD009815_UPS1_1fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=1.0 fmol per ug yeast	1	UPS1_1fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_12	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_12.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=1 fmol;CN=UPS1;CV=Standards Research Group	UPS1_1fmol
PXD009815_UPS1_1fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=1.0 fmol per ug yeast	1	UPS1_1fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_42	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	2	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_42.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=1 fmol;CN=UPS1;CV=Standards Research Group	UPS1_1fmol
PXD009815_UPS1_1fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=1.0 fmol per ug yeast	1	UPS1_1fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_73	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	3	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_73.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_73.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=1 fmol;CN=UPS1;CV=Standards Research Group	UPS1_1fmol
PXD009815_UPS1_1fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=1.0 fmol per ug yeast	1	UPS1_1fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_123	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_123.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_123.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=1 fmol;CN=UPS1;CV=Standards Research Group	UPS1_1fmol
PXD009815_UPS1_5fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=5.0 fmol per ug yeast	1	UPS1_5fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_14	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_14.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=5 fmol;CN=UPS1;CV=Standards Research Group	UPS1_5fmol
PXD009815_UPS1_5fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=5.0 fmol per ug yeast	1	UPS1_5fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_75	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	3	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_75.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_75.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=5 fmol;CN=UPS1;CV=Standards Research Group	UPS1_5fmol
PXD009815_UPS1_5fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=5.0 fmol per ug yeast	1	UPS1_5fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_44	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	2	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_44.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=5 fmol;CN=UPS1;CV=Standards Research Group	UPS1_5fmol
PXD009815_UPS1_5fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=5.0 fmol per ug yeast	1	UPS1_5fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_125	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_125.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_125.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=5 fmol;CN=UPS1;CV=Standards Research Group	UPS1_5fmol
PXD009815_UPS1_10fmol	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1 ug	CT=mixture;CN=UPS1;SP=Homo sapiens;QY=10.0 fmol per ug yeast	1	UPS1_10fmol	Yeast protein lysate mixed with defined amounts of UPS1 human protein standard and digested before LC-MS/MS.	PXD009815_QEKAC160601_16	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	5 ppm	0.07 Da	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_16.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=beam-type collision-induced dissociation;AC=MS:1000422	DDA	technical measurements from the same prepared sample; no biological replication claimed	Author Mascot/Proline search; separate from alternate MaxQuant branch	https://www.ebi.ac.uk/pride/archive/projects/PXD009815 | https://doi.org/10.1093/bioinformatics/btaa118	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=mixture;QY=10 fmol;CN=UPS1;CV=Standards Research Group	UPS1_10fmol
