source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[environmental medium]	characteristics[host organism]	characteristics[host disease status]	characteristics[host subject id]	characteristics[host body product]	characteristics[gastrointestinal tract disorder]	characteristics[antibiotic treatment]	characteristics[perturbation]	characteristics[microbiome source]	characteristics[project name]	characteristics[geographic location]	characteristics[sample collection method]	characteristics[sample type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[ms min mz]	comment[ms max mz]	comment[ms min rt]	comment[ms max rt]	comment[sample preparation batch]	comment[elution conditions]	comment[sample storage temperature]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[perturbation]
NZ-L-48h_rep3_P2B11	NZ-L-48h_rep3_P2B11	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	nizatidine (100 µM, low dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	3	run P2B11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2B11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	nizatidine (100 µM, low dose)
CP-H-48h_rep3_P2B12	CP-H-48h_rep3_P2B12	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	ciprofloxacin (1100 µM, high dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	3	run P2B12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2B12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	ciprofloxacin (1100 µM, high dose)
NZ-H-48h_rep3_P2C07	NZ-H-48h_rep3_P2C07	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	nizatidine (4500 µM, high dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	3	run P2C07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2C07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	nizatidine (4500 µM, high dose)
DC-M-48h_rep2_P2C08	DC-M-48h_rep2_P2C08	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	diclofenac (500 µM, medium dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	2	run P2C08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2C08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	diclofenac (500 µM, medium dose)
NC-DMSO-48h_rep1_P2C09	NC-DMSO-48h_rep1_P2C09	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	DMSO vehicle (5% v/v, negative control)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	negative control	1	run P2C09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2C09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	DMSO vehicle (5% v/v, negative control)
DC-H-48h_rep2_P2C10	DC-H-48h_rep2_P2C10	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	diclofenac (3100 µM, high dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	2	run P2C10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2C10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	diclofenac (3100 µM, high dose)
PR-L-48h_rep3_P2C11	PR-L-48h_rep3_P2C11	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	paracetamol (100 µM, low dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	3	run P2C11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2C11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	paracetamol (100 µM, low dose)
PR-M-48h_rep1_P2C12	PR-M-48h_rep1_P2C12	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	paracetamol (500 µM, medium dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	1	run P2C12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2C12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	paracetamol (500 µM, medium dose)
DC-L-48h_rep1_P2D07	DC-L-48h_rep1_P2D07	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	diclofenac (100 µM, low dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	1	run P2D07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2D07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	diclofenac (100 µM, low dose)
PR-M-48h_rep2_P2D08	PR-M-48h_rep2_P2D08	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	paracetamol (500 µM, medium dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	2	run P2D08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2D08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	paracetamol (500 µM, medium dose)
