source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[condition]	characteristics[spiked compound]	assay name	technology type	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[technical replicate]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[study group]	comment[acquisition branch]	comment[replicate label]	comment[replicate provenance]	comment[sdrf version]	comment[sdrf template]	comment[annotation source]	comment[sdrf annotation tool]	comment[annotation provenance]	factor value[condition]
PXD027800_Point4	Arabidopsis thaliana	not available	not available	not applicable	1	Point4	CT=mixture;CN=UPS1;QY=1.25 fmol	QX5934NP	proteomic profiling by mass spectrometry	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	20 ppm	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QX5934NP.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD027800/QX5934NP.raw	PXD027800	DDA	2	author-reported	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD027800 | https://doi.org/10.1371/JOURNAL.PCBI.1010420	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Point4
PXD027800_Point4	Arabidopsis thaliana	not available	not available	not applicable	1	Point4	CT=mixture;CN=UPS1;QY=1.25 fmol	QX5937NP	proteomic profiling by mass spectrometry	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	20 ppm	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QX5937NP.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD027800/QX5937NP.raw	PXD027800	DDA	3	author-reported	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD027800 | https://doi.org/10.1371/JOURNAL.PCBI.1010420	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Point4
PXD027800_Point5	Arabidopsis thaliana	not available	not available	not applicable	1	Point5	CT=mixture;CN=UPS1;QY=2.5 fmol	QX5940NP	proteomic profiling by mass spectrometry	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	20 ppm	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QX5940NP.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD027800/QX5940NP.raw	PXD027800	DDA	1	author-reported	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD027800 | https://doi.org/10.1371/JOURNAL.PCBI.1010420	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Point5
PXD027800_Point5	Arabidopsis thaliana	not available	not available	not applicable	1	Point5	CT=mixture;CN=UPS1;QY=2.5 fmol	QX5943NP	proteomic profiling by mass spectrometry	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	20 ppm	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QX5943NP.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD027800/QX5943NP.raw	PXD027800	DDA	2	author-reported	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD027800 | https://doi.org/10.1371/JOURNAL.PCBI.1010420	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Point5
PXD027800_Point5	Arabidopsis thaliana	not available	not available	not applicable	1	Point5	CT=mixture;CN=UPS1;QY=2.5 fmol	QX5946NP	proteomic profiling by mass spectrometry	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	20 ppm	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QX5946NP.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD027800/QX5946NP.raw	PXD027800	DDA	3	author-reported	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD027800 | https://doi.org/10.1371/JOURNAL.PCBI.1010420	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Point5
PXD027800_Point6	Arabidopsis thaliana	not available	not available	not applicable	1	Point6	CT=mixture;CN=UPS1;QY=5.0 fmol	QX5949NP	proteomic profiling by mass spectrometry	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	20 ppm	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QX5949NP.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD027800/QX5949NP.raw	PXD027800	DDA	1	author-reported	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD027800 | https://doi.org/10.1371/JOURNAL.PCBI.1010420	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Point6
PXD027800_Point6	Arabidopsis thaliana	not available	not available	not applicable	1	Point6	CT=mixture;CN=UPS1;QY=5.0 fmol	QX5952NP	proteomic profiling by mass spectrometry	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	20 ppm	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QX5952NP.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD027800/QX5952NP.raw	PXD027800	DDA	2	author-reported	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD027800 | https://doi.org/10.1371/JOURNAL.PCBI.1010420	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Point6
PXD027800_Point6	Arabidopsis thaliana	not available	not available	not applicable	1	Point6	CT=mixture;CN=UPS1;QY=5.0 fmol	QX5955NP	proteomic profiling by mass spectrometry	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	20 ppm	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QX5955NP.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD027800/QX5955NP.raw	PXD027800	DDA	3	author-reported	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD027800 | https://doi.org/10.1371/JOURNAL.PCBI.1010420	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Point6
PXD027800_Point7	Arabidopsis thaliana	not available	not available	not applicable	1	Point7	CT=mixture;CN=UPS1;QY=10.0 fmol	QX5958NP	proteomic profiling by mass spectrometry	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	20 ppm	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QX5958NP.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD027800/QX5958NP.raw	PXD027800	DDA	1	author-reported	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD027800 | https://doi.org/10.1371/JOURNAL.PCBI.1010420	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Point7
PXD027800_Point7	Arabidopsis thaliana	not available	not available	not applicable	1	Point7	CT=mixture;CN=UPS1;QY=10.0 fmol	QX5961NP	proteomic profiling by mass spectrometry	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	20 ppm	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QX5961NP.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD027800/QX5961NP.raw	PXD027800	DDA	2	author-reported	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD027800 | https://doi.org/10.1371/JOURNAL.PCBI.1010420	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Point7
PXD027800_Point7	Arabidopsis thaliana	not available	not available	not applicable	1	Point7	CT=mixture;CN=UPS1;QY=10.0 fmol	QX5964NP	proteomic profiling by mass spectrometry	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	20 ppm	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QX5964NP.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD027800/QX5964NP.raw	PXD027800	DDA	3	author-reported	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD027800 | https://doi.org/10.1371/JOURNAL.PCBI.1010420	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Point7
