source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[concentration of]	characteristics[spiked compound]	characteristics[biological replicate]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[cellosaurus accession]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[data file]	comment[file uri]	comment[proteomexchange accession number]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[lowest observed m/z]	comment[highest observed m/z]
sample_1331	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run582	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	5	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_QC_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_QC_05.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1334	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	2	not available	not available	not available	not available	not available	run583	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	2	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1337	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	2	not available	not available	not available	not available	not available	run584	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	2	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1340	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run585	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	6	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_QC_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_QC_06.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1343	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	3	not available	not available	not available	not available	not available	run586	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	2	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1346	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	3	not available	not available	not available	not available	not available	run587	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	2	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1349	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run588	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	7	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_QC_07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_QC_07.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1352	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run589	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1355	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run590	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1358	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run591	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	8	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_QC_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_QC_08.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1361	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	2	not available	not available	not available	not available	not available	run592	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1364	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	2	not available	not available	not available	not available	not available	run593	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1367	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run594	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	9	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_QC_09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_QC_09.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1370	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	3	not available	not available	not available	not available	not available	run595	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1373	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	3	not available	not available	not available	not available	not available	run596	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
