source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[condition]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	assay name	technology type	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[technical replicate]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[study group]	comment[run role]	comment[acquisition branch]	comment[replicate provenance]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[background cell line]	comment[spike amount basis]	comment[injected total peptide amount]	comment[original sample name]	comment[original acquisition]	comment[annotation source]	comment[annotation provenance]	factor value[condition]
PXD012987_MM_IS_sample5	Mus musculus	not applicable	not available	not applicable	1	MM_IS_concentration_unresolved	CT=protein;AC=P37840	CT=protein;AC=P02754	CT=protein;AC=P02671	CT=protein;AC=P02675	CT=protein;AC=P02679	CT=protein;AC=P13006	CT=protein;AC=P69905	CT=protein;AC=P68871	CT=protein;AC=P20261	CT=protein;AC=P32946	CT=protein;AC=P32947	CT=protein;AC=P00698	CT=protein;AC=P68082	PXD012987_QExHF03079	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03079.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03079.raw	PMC6944235	spectral library	MM_IS_6	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	800 ng	Sandra_5	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_IS_concentration_unresolved
PXD012987_MM_IS_sample6	Mus musculus	not applicable	not available	not applicable	1	MM_IS_concentration_unresolved	CT=protein;AC=P37840	CT=protein;AC=P02754	CT=protein;AC=P02671	CT=protein;AC=P02675	CT=protein;AC=P02679	CT=protein;AC=P13006	CT=protein;AC=P69905	CT=protein;AC=P68871	CT=protein;AC=P20261	CT=protein;AC=P32946	CT=protein;AC=P32947	CT=protein;AC=P00698	CT=protein;AC=P68082	PXD012987_QExHF03081	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03081.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03081.raw	PMC6944235	spectral library	MM_IS_6	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	800 ng	Sandra_6	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_IS_concentration_unresolved
PXD012987_MM_peptide_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_peptide_fractionation	CT=protein;AC=P37840;QY=6 pmol	CT=protein;AC=P02754;QY=6 pmol	CT=protein;AC=P02671;QY=6 pmol	CT=protein;AC=P02675;QY=6 pmol	CT=protein;AC=P02679;QY=6 pmol	CT=protein;AC=P13006;QY=6 pmol	CT=protein;AC=P69905;QY=6 pmol	CT=protein;AC=P68871;QY=6 pmol	CT=protein;AC=P20261;QY=6 pmol	CT=protein;AC=P32946;QY=6 pmol	CT=protein;AC=P32947;QY=6 pmol	CT=protein;AC=P00698;QY=6 pmol	CT=protein;AC=P68082;QY=6 pmol	PXD012987_QExHF03225	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03225.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03225.raw	PMC6944235	spectral library	MM_F_Pep_16	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	SandraP_1	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_peptide_fractionation
PXD012987_MM_peptide_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_peptide_fractionation	CT=protein;AC=P37840;QY=6 pmol	CT=protein;AC=P02754;QY=6 pmol	CT=protein;AC=P02671;QY=6 pmol	CT=protein;AC=P02675;QY=6 pmol	CT=protein;AC=P02679;QY=6 pmol	CT=protein;AC=P13006;QY=6 pmol	CT=protein;AC=P69905;QY=6 pmol	CT=protein;AC=P68871;QY=6 pmol	CT=protein;AC=P20261;QY=6 pmol	CT=protein;AC=P32946;QY=6 pmol	CT=protein;AC=P32947;QY=6 pmol	CT=protein;AC=P00698;QY=6 pmol	CT=protein;AC=P68082;QY=6 pmol	PXD012987_QExHF03245	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	1	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03245.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03245.raw	PMC6944235	spectral library	MM_F_Pep_16	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	Sandra_2	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_peptide_fractionation
PXD012987_MM_peptide_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_peptide_fractionation	CT=protein;AC=P37840;QY=6 pmol	CT=protein;AC=P02754;QY=6 pmol	CT=protein;AC=P02671;QY=6 pmol	CT=protein;AC=P02675;QY=6 pmol	CT=protein;AC=P02679;QY=6 pmol	CT=protein;AC=P13006;QY=6 pmol	CT=protein;AC=P69905;QY=6 pmol	CT=protein;AC=P68871;QY=6 pmol	CT=protein;AC=P20261;QY=6 pmol	CT=protein;AC=P32946;QY=6 pmol	CT=protein;AC=P32947;QY=6 pmol	CT=protein;AC=P00698;QY=6 pmol	CT=protein;AC=P68082;QY=6 pmol	PXD012987_QExHF03247	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	1	3	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03247.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03247.raw	PMC6944235	spectral library	MM_F_Pep_16	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	Sandra_3	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_peptide_fractionation
PXD012987_MM_peptide_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_peptide_fractionation	CT=protein;AC=P37840;QY=6 pmol	CT=protein;AC=P02754;QY=6 pmol	CT=protein;AC=P02671;QY=6 pmol	CT=protein;AC=P02675;QY=6 pmol	CT=protein;AC=P02679;QY=6 pmol	CT=protein;AC=P13006;QY=6 pmol	CT=protein;AC=P69905;QY=6 pmol	CT=protein;AC=P68871;QY=6 pmol	CT=protein;AC=P20261;QY=6 pmol	CT=protein;AC=P32946;QY=6 pmol	CT=protein;AC=P32947;QY=6 pmol	CT=protein;AC=P00698;QY=6 pmol	CT=protein;AC=P68082;QY=6 pmol	PXD012987_QExHF03249	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	1	4	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03249.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03249.raw	PMC6944235	spectral library	MM_F_Pep_16	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	Sandra_4	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_peptide_fractionation
PXD012987_MM_peptide_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_peptide_fractionation	CT=protein;AC=P37840;QY=6 pmol	CT=protein;AC=P02754;QY=6 pmol	CT=protein;AC=P02671;QY=6 pmol	CT=protein;AC=P02675;QY=6 pmol	CT=protein;AC=P02679;QY=6 pmol	CT=protein;AC=P13006;QY=6 pmol	CT=protein;AC=P69905;QY=6 pmol	CT=protein;AC=P68871;QY=6 pmol	CT=protein;AC=P20261;QY=6 pmol	CT=protein;AC=P32946;QY=6 pmol	CT=protein;AC=P32947;QY=6 pmol	CT=protein;AC=P00698;QY=6 pmol	CT=protein;AC=P68082;QY=6 pmol	PXD012987_QExHF03251	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	1	5	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03251.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03251.raw	PMC6944235	spectral library	MM_F_Pep_16	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	Sandra_5	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_peptide_fractionation
PXD012987_MM_peptide_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_peptide_fractionation	CT=protein;AC=P37840;QY=6 pmol	CT=protein;AC=P02754;QY=6 pmol	CT=protein;AC=P02671;QY=6 pmol	CT=protein;AC=P02675;QY=6 pmol	CT=protein;AC=P02679;QY=6 pmol	CT=protein;AC=P13006;QY=6 pmol	CT=protein;AC=P69905;QY=6 pmol	CT=protein;AC=P68871;QY=6 pmol	CT=protein;AC=P20261;QY=6 pmol	CT=protein;AC=P32946;QY=6 pmol	CT=protein;AC=P32947;QY=6 pmol	CT=protein;AC=P00698;QY=6 pmol	CT=protein;AC=P68082;QY=6 pmol	PXD012987_QExHF03253	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	1	6	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03253.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03253.raw	PMC6944235	spectral library	MM_F_Pep_16	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	Sandra_6	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_peptide_fractionation
PXD012987_MM_peptide_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_peptide_fractionation	CT=protein;AC=P37840;QY=6 pmol	CT=protein;AC=P02754;QY=6 pmol	CT=protein;AC=P02671;QY=6 pmol	CT=protein;AC=P02675;QY=6 pmol	CT=protein;AC=P02679;QY=6 pmol	CT=protein;AC=P13006;QY=6 pmol	CT=protein;AC=P69905;QY=6 pmol	CT=protein;AC=P68871;QY=6 pmol	CT=protein;AC=P20261;QY=6 pmol	CT=protein;AC=P32946;QY=6 pmol	CT=protein;AC=P32947;QY=6 pmol	CT=protein;AC=P00698;QY=6 pmol	CT=protein;AC=P68082;QY=6 pmol	PXD012987_QExHF03255	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	1	7	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03255.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03255.raw	PMC6944235	spectral library	MM_F_Pep_16	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	Sandra_7	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_peptide_fractionation
PXD012987_MM_peptide_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_peptide_fractionation	CT=protein;AC=P37840;QY=6 pmol	CT=protein;AC=P02754;QY=6 pmol	CT=protein;AC=P02671;QY=6 pmol	CT=protein;AC=P02675;QY=6 pmol	CT=protein;AC=P02679;QY=6 pmol	CT=protein;AC=P13006;QY=6 pmol	CT=protein;AC=P69905;QY=6 pmol	CT=protein;AC=P68871;QY=6 pmol	CT=protein;AC=P20261;QY=6 pmol	CT=protein;AC=P32946;QY=6 pmol	CT=protein;AC=P32947;QY=6 pmol	CT=protein;AC=P00698;QY=6 pmol	CT=protein;AC=P68082;QY=6 pmol	PXD012987_QExHF03257	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	1	8	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03257.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03257.raw	PMC6944235	spectral library	MM_F_Pep_16	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	Sandra_8	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_peptide_fractionation
PMC6944235_GS2	Mus musculus	not applicable	not available	not applicable	1	GS2	CT=protein;AC=P37840;QY=10 pmol	CT=protein;AC=P02754;QY=0.1 pmol	CT=protein;AC=P02671;QY=5 pmol	CT=protein;AC=P02675;QY=5 pmol	CT=protein;AC=P02679;QY=5 pmol	CT=protein;AC=P13006;QY=1 pmol	CT=protein;AC=P69905;QY=5 pmol	CT=protein;AC=P68871;QY=5 pmol	CT=protein;AC=P20261;QY=0.5 pmol	CT=protein;AC=P32946;QY=0.5 pmol	CT=protein;AC=P32947;QY=0.5 pmol	CT=protein;AC=P00698;QY=10 pmol	CT=protein;AC=P68082;QY=0.1 pmol	PXD012987_QExHF03802	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	4	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03802.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03802.raw	PMC6944235	spectral library	GS_IS_15	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_2d	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS2
PMC6944235_GS3	Mus musculus	not applicable	not available	not applicable	1	GS3	CT=protein;AC=P37840;QY=0.5 pmol	CT=protein;AC=P02754;QY=5 pmol	CT=protein;AC=P02671;QY=1 pmol	CT=protein;AC=P02675;QY=1 pmol	CT=protein;AC=P02679;QY=1 pmol	CT=protein;AC=P13006;QY=10 pmol	CT=protein;AC=P69905;QY=10 pmol	CT=protein;AC=P68871;QY=10 pmol	CT=protein;AC=P20261;QY=1 pmol	CT=protein;AC=P32946;QY=1 pmol	CT=protein;AC=P32947;QY=1 pmol	CT=protein;AC=P00698;QY=0.1 pmol	CT=protein;AC=P68082;QY=5 pmol	PXD012987_QExHF03804	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	4	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03804.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03804.raw	PMC6944235	spectral library	GS_IS_15	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_3d	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS3
