source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[condition]	characteristics[spiked compound]	assay name	technology type	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[technical replicate]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[study group]	comment[run role]	comment[acquisition branch]	comment[replicate provenance]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[spike amount]	comment[spike amount basis]	comment[injected background amount]	comment[original sample name]	comment[original acquisition]	comment[gradient duration]	comment[original biological sample]	comment[search parameter provenance]	comment[annotation source]	comment[annotation provenance]	factor value[condition]
PXD001819_UPS1_2.5_fmol_per_ug	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1_2.5_fmol_per_ug	CT=mixture;CN=UPS1;CV=Sigma-Aldrich	PXD022169_UPS1_2500amol_R2	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	UPS1_2500amol_R2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/UPS1_2500amol_R2.raw	PXD001819	reprocessed benchmark	DDA	PMC4706616: one yeast lysate; nine prepared UPS1 concentrations, each measured in triplicate; R suffix identifies technical injection	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	2.5 fmol	per 1 ug yeast lysate before injection; each UPS1 protein	2 ug	UPS1_2500amol_R2	PXD001819/raw/UPS1_2500amol_R2.raw	not applicable	not applicable	PXD001819_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1_2.5_fmol_per_ug
PXD001819_UPS1_2.5_fmol_per_ug	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1_2.5_fmol_per_ug	CT=mixture;CN=UPS1;CV=Sigma-Aldrich	PXD022169_UPS1_2500amol_R3_	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	UPS1_2500amol_R3_.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/UPS1_2500amol_R3_.raw	PXD001819	reprocessed benchmark	DDA	PMC4706616: one yeast lysate; nine prepared UPS1 concentrations, each measured in triplicate; R suffix identifies technical injection	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	2.5 fmol	per 1 ug yeast lysate before injection; each UPS1 protein	2 ug	UPS1_2500amol_R3	PXD001819/raw/UPS1_2500amol_R3.raw	not applicable	not applicable	PXD001819_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1_2.5_fmol_per_ug
PXD001819_UPS1_0.25_fmol_per_ug	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1_0.25_fmol_per_ug	CT=mixture;CN=UPS1;CV=Sigma-Aldrich	PXD022169_UPS1_250amol_R1	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	UPS1_250amol_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/UPS1_250amol_R1.raw	PXD001819	reprocessed benchmark	DDA	PMC4706616: one yeast lysate; nine prepared UPS1 concentrations, each measured in triplicate; R suffix identifies technical injection	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0.25 fmol	per 1 ug yeast lysate before injection; each UPS1 protein	2 ug	UPS1_250amol_R1	PXD001819/raw/UPS1_250amol_R1.raw	not applicable	not applicable	PXD001819_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1_0.25_fmol_per_ug
PXD001819_UPS1_0.25_fmol_per_ug	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1_0.25_fmol_per_ug	CT=mixture;CN=UPS1;CV=Sigma-Aldrich	PXD022169_UPS1_250amol_R2	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	UPS1_250amol_R2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/UPS1_250amol_R2.raw	PXD001819	reprocessed benchmark	DDA	PMC4706616: one yeast lysate; nine prepared UPS1 concentrations, each measured in triplicate; R suffix identifies technical injection	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0.25 fmol	per 1 ug yeast lysate before injection; each UPS1 protein	2 ug	UPS1_250amol_R2	PXD001819/raw/UPS1_250amol_R2.raw	not applicable	not applicable	PXD001819_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1_0.25_fmol_per_ug
PXD001819_UPS1_0.25_fmol_per_ug	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1_0.25_fmol_per_ug	CT=mixture;CN=UPS1;CV=Sigma-Aldrich	PXD022169_UPS1_250amol_R3	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	UPS1_250amol_R3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/UPS1_250amol_R3.raw	PXD001819	reprocessed benchmark	DDA	PMC4706616: one yeast lysate; nine prepared UPS1 concentrations, each measured in triplicate; R suffix identifies technical injection	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0.25 fmol	per 1 ug yeast lysate before injection; each UPS1 protein	2 ug	UPS1_250amol_R3	PXD001819/raw/UPS1_250amol_R3.raw	not applicable	not applicable	PXD001819_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1_0.25_fmol_per_ug
PXD001819_UPS1_50_fmol_per_ug	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1_50_fmol_per_ug	CT=mixture;CN=UPS1;CV=Sigma-Aldrich	PXD022169_UPS1_50000amol_R1	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	UPS1_50000amol_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/UPS1_50000amol_R1.raw	PXD001819	reprocessed benchmark	DDA	PMC4706616: one yeast lysate; nine prepared UPS1 concentrations, each measured in triplicate; R suffix identifies technical injection	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	50 fmol	per 1 ug yeast lysate before injection; each UPS1 protein	2 ug	UPS1_50000amol_R1	PXD001819/raw/UPS1_50000amol_R1.raw	not applicable	not applicable	PXD001819_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1_50_fmol_per_ug
PXD001819_UPS1_50_fmol_per_ug	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1_50_fmol_per_ug	CT=mixture;CN=UPS1;CV=Sigma-Aldrich	PXD022169_UPS1_50000amol_R2	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	UPS1_50000amol_R2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/UPS1_50000amol_R2.raw	PXD001819	reprocessed benchmark	DDA	PMC4706616: one yeast lysate; nine prepared UPS1 concentrations, each measured in triplicate; R suffix identifies technical injection	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	50 fmol	per 1 ug yeast lysate before injection; each UPS1 protein	2 ug	UPS1_50000amol_R2	PXD001819/raw/UPS1_50000amol_R2.raw	not applicable	not applicable	PXD001819_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1_50_fmol_per_ug
PXD001819_UPS1_50_fmol_per_ug	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1_50_fmol_per_ug	CT=mixture;CN=UPS1;CV=Sigma-Aldrich	PXD022169_UPS1_50000amol_R3	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	UPS1_50000amol_R3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/UPS1_50000amol_R3.raw	PXD001819	reprocessed benchmark	DDA	PMC4706616: one yeast lysate; nine prepared UPS1 concentrations, each measured in triplicate; R suffix identifies technical injection	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	50 fmol	per 1 ug yeast lysate before injection; each UPS1 protein	2 ug	UPS1_50000amol_R3	PXD001819/raw/UPS1_50000amol_R3.raw	not applicable	not applicable	PXD001819_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1_50_fmol_per_ug
PXD001819_UPS1_5_fmol_per_ug	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1_5_fmol_per_ug	CT=mixture;CN=UPS1;CV=Sigma-Aldrich	PXD022169_UPS1_5000amol_R1	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	UPS1_5000amol_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/UPS1_5000amol_R1.raw	PXD001819	reprocessed benchmark	DDA	PMC4706616: one yeast lysate; nine prepared UPS1 concentrations, each measured in triplicate; R suffix identifies technical injection	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	5 fmol	per 1 ug yeast lysate before injection; each UPS1 protein	2 ug	UPS1_5000amol_R1	PXD001819/raw/UPS1_5000amol_R1.raw	not applicable	not applicable	PXD001819_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1_5_fmol_per_ug
PXD001819_UPS1_5_fmol_per_ug	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1_5_fmol_per_ug	CT=mixture;CN=UPS1;CV=Sigma-Aldrich	PXD022169_UPS1_5000amol_R2	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	UPS1_5000amol_R2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/UPS1_5000amol_R2.raw	PXD001819	reprocessed benchmark	DDA	PMC4706616: one yeast lysate; nine prepared UPS1 concentrations, each measured in triplicate; R suffix identifies technical injection	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	5 fmol	per 1 ug yeast lysate before injection; each UPS1 protein	2 ug	UPS1_5000amol_R2	PXD001819/raw/UPS1_5000amol_R2.raw	not applicable	not applicable	PXD001819_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1_5_fmol_per_ug
PXD001819_UPS1_5_fmol_per_ug	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1_5_fmol_per_ug	CT=mixture;CN=UPS1;CV=Sigma-Aldrich	PXD022169_UPS1_5000amol_R3	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	UPS1_5000amol_R3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/UPS1_5000amol_R3.raw	PXD001819	reprocessed benchmark	DDA	PMC4706616: one yeast lysate; nine prepared UPS1 concentrations, each measured in triplicate; R suffix identifies technical injection	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	5 fmol	per 1 ug yeast lysate before injection; each UPS1 protein	2 ug	UPS1_5000amol_R3	PXD001819/raw/UPS1_5000amol_R3.raw	not applicable	not applicable	PXD001819_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1_5_fmol_per_ug
PXD001819_UPS1_0.5_fmol_per_ug	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1_0.5_fmol_per_ug	CT=mixture;CN=UPS1;CV=Sigma-Aldrich	PXD022169_UPS1_500amol_R1	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	UPS1_500amol_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/UPS1_500amol_R1.raw	PXD001819	reprocessed benchmark	DDA	PMC4706616: one yeast lysate; nine prepared UPS1 concentrations, each measured in triplicate; R suffix identifies technical injection	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0.5 fmol	per 1 ug yeast lysate before injection; each UPS1 protein	2 ug	UPS1_500amol_R1	PXD001819/raw/UPS1_500amol_R1.raw	not applicable	not applicable	PXD001819_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1_0.5_fmol_per_ug
PXD001819_UPS1_0.5_fmol_per_ug	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1_0.5_fmol_per_ug	CT=mixture;CN=UPS1;CV=Sigma-Aldrich	PXD022169_UPS1_500amol_R2	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	UPS1_500amol_R2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/UPS1_500amol_R2.raw	PXD001819	reprocessed benchmark	DDA	PMC4706616: one yeast lysate; nine prepared UPS1 concentrations, each measured in triplicate; R suffix identifies technical injection	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0.5 fmol	per 1 ug yeast lysate before injection; each UPS1 protein	2 ug	UPS1_500amol_R2	PXD001819/raw/UPS1_500amol_R2.raw	not applicable	not applicable	PXD001819_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1_0.5_fmol_per_ug
PXD001819_UPS1_0.5_fmol_per_ug	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1_0.5_fmol_per_ug	CT=mixture;CN=UPS1;CV=Sigma-Aldrich	PXD022169_UPS1_500amol_R3	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	UPS1_500amol_R3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/UPS1_500amol_R3.raw	PXD001819	reprocessed benchmark	DDA	PMC4706616: one yeast lysate; nine prepared UPS1 concentrations, each measured in triplicate; R suffix identifies technical injection	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0.5 fmol	per 1 ug yeast lysate before injection; each UPS1 protein	2 ug	UPS1_500amol_R3	PXD001819/raw/UPS1_500amol_R3.raw	not applicable	not applicable	PXD001819_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1_0.5_fmol_per_ug
PXD001819_UPS1_0.05_fmol_per_ug	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1_0.05_fmol_per_ug	CT=mixture;CN=UPS1;CV=Sigma-Aldrich	PXD022169_UPS1_50amol_R1	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	UPS1_50amol_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/UPS1_50amol_R1.raw	PXD001819	reprocessed benchmark	DDA	PMC4706616: one yeast lysate; nine prepared UPS1 concentrations, each measured in triplicate; R suffix identifies technical injection	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0.05 fmol	per 1 ug yeast lysate before injection; each UPS1 protein	2 ug	UPS1_50amol_R1	PXD001819/raw/UPS1_50amol_R1.raw	not applicable	not applicable	PXD001819_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1_0.05_fmol_per_ug
PXD001819_UPS1_0.05_fmol_per_ug	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1_0.05_fmol_per_ug	CT=mixture;CN=UPS1;CV=Sigma-Aldrich	PXD022169_UPS1_50amol_R2	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	UPS1_50amol_R2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/UPS1_50amol_R2.raw	PXD001819	reprocessed benchmark	DDA	PMC4706616: one yeast lysate; nine prepared UPS1 concentrations, each measured in triplicate; R suffix identifies technical injection	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0.05 fmol	per 1 ug yeast lysate before injection; each UPS1 protein	2 ug	UPS1_50amol_R2	PXD001819/raw/UPS1_50amol_R2.raw	not applicable	not applicable	PXD001819_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1_0.05_fmol_per_ug
PXD001819_UPS1_0.05_fmol_per_ug	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1_0.05_fmol_per_ug	CT=mixture;CN=UPS1;CV=Sigma-Aldrich	PXD022169_UPS1_50amol_R3	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	UPS1_50amol_R3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/UPS1_50amol_R3.raw	PXD001819	reprocessed benchmark	DDA	PMC4706616: one yeast lysate; nine prepared UPS1 concentrations, each measured in triplicate; R suffix identifies technical injection	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	0.05 fmol	per 1 ug yeast lysate before injection; each UPS1 protein	2 ug	UPS1_50amol_R3	PXD001819/raw/UPS1_50amol_R3.raw	not applicable	not applicable	PXD001819_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1_0.05_fmol_per_ug
PXD003472_D1_UPS1	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	UPS1	CT=mixture;CN=UPS1	PXD022169_Velos__D1_1_U_P_S_500ng_240min	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	0.5 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	Velos__D1_1_U_P_S_500ng_240min.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD022169/Velos__D1_1_U_P_S_500ng_240min.raw	PXD003472	reprocessed benchmark	Velos_240min	Jarnuczak et al. 2016 Materials and Methods: four biological yeast cultures; filename D1-D4; same culture-derived material reused across instrument/gradient branches	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	25 fmol	on column; UPS2 quantities vary by protein; Ecoli is total digest mass	500 ng	not applicable	PXD003472/raw/Velos_D1_1UPS_500ng_240min.raw	240 min	D1	PXD003472_MQ.zip: parameters.txt and summary.txt from PXD022169; ITMS MS2 tolerance; precursor tolerance not explicitly recovered	https://www.ebi.ac.uk/pride/archive/projects/PXD022169 | https://doi.org/10.1021/acs.jproteome.1c00143	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	UPS1
